username, created_at, lng, lat, text
Gospurs21, Thu Apr 23 18:11:09 +0000 2020, -97.168476, 26.114736, @mbaltazar_ Dooooo it! Extra $$ is always where its at haha 
jazmidge, Thu Apr 23 18:11:09 +0000 2020, -75.800141, 45.248791, WHAT IS THIS CARROT https://t.co/TAWwsktexG 
JeraldTroyLaub, Thu Apr 23 18:11:10 +0000 2020, -122.905525, 44.534596, @reallouiehuey Truthful thinking. 
mariaahhhhhhhhh, Thu Apr 23 18:11:10 +0000 2020, -74.262990, 40.791359, privacy is the key to peace ☮️ 
quinneverett, Thu Apr 23 18:11:10 +0000 2020, -71.088712, 42.313670, Since tomorrow is my 50th day of quarantine, should I take off work? 
DFCW_Dulce, Thu Apr 23 18:11:10 +0000 2020, -118.411907, 34.020789, @eyeriisss_ @jennnbaby We have to make this lockdown fun somehow 😂😂 
randehman, Thu Apr 23 18:11:10 +0000 2020, -123.122401, 44.065621, @Dataracer117 And if they make a new Star Wars with women, what does it do to the previous movies you liked? I’m a… https://t.co/pGm3PhHyv4 
MichaelCutter11, Thu Apr 23 18:11:10 +0000 2020, -149.758794, 61.235042, @maxwellsmm46 Hugs. Stay safe 
delantz, Thu Apr 23 18:11:10 +0000 2020, -120.882482, 47.273022, #70DaysDeadlyDelay #TrumpOwnsEveryDeath 
rynoryder, Thu Apr 23 18:11:10 +0000 2020, -118.411907, 34.020789, Today at 3pm, people!!!  Your boy’s gonna be dropping some #knowledge about how to #staycreative during a… https://t.co/fWpvA3ljFZ 
JaniceW59620507, Thu Apr 23 18:11:10 +0000 2020, -83.173867, 32.678207, They cut her vagina off and Isirona place holder sin that bay ear and then siemin to swim and Isirinandidnbyt the b… https://t.co/nuIYb7W3uq 
MissMAJ77, Thu Apr 23 18:11:10 +0000 2020, -73.831187, 40.670879, @fox5ny Moron... 
trewddyy, Thu Apr 23 18:11:10 +0000 2020, -90.477480, 30.068501, jade be wanting me to call her when she kno she having family time 
layla17m, Thu Apr 23 18:11:10 +0000 2020, -71.550703, 42.345821, @hasanminhaj Thank you brother hasan https://t.co/VRR4wdVa0k 
deazy_j, Thu Apr 23 18:11:10 +0000 2020, -117.072318, 33.120359, let’s take it back to 2018 fam! @Taiki_Nulight @nightbass #noattention #summerphases18 #throwedbassthursdays 💚💚https://t.co/FC70beilT2 
colbicold, Thu Apr 23 18:11:10 +0000 2020, -76.362276, 37.050897, I’m finna just clean my crib up because I’m too damn bored. 
BroadDayJay, Thu Apr 23 18:11:10 +0000 2020, -74.066663, 40.718001, @BiggaVel31 Well pusha been saying it before meek.. meek actually died.. shit was crazy people turned they back on… https://t.co/GkrpeCFGQv 
rambunctiousgus, Thu Apr 23 18:11:10 +0000 2020, -117.086778, 32.669810, if you haven’t heard this song on SoundCloud idfk what you’re f*cking doing w your life tbfh 🤷🏻‍♂️ and that’s on wh… https://t.co/pJyjSlYuTw 
Sickgirlnlv2969, Thu Apr 23 18:11:11 +0000 2020, -84.494700, 38.029700, First car in 5 years #earlymothersdaygift#morewillberevealed #finallya4door #alwaysatoyota @ Lexington, Kentucky https://t.co/6YQjUEvKsH 
OMAHAGEMGIRL, Thu Apr 23 18:11:10 +0000 2020, -96.053431, 41.275721, In the 1980s I had a really cool Danelectro Silvertone guitar with its original Amp-in-case. I played in a band &amp; w… https://t.co/olxNVHZdht 
hcindric, Thu Apr 23 18:11:11 +0000 2020, -93.361321, 46.441861, I now firmly believe that my car hates me. 
visual_people, Thu Apr 23 18:11:11 +0000 2020, -121.130324, 36.215528, 🙁 
barkusjay, Thu Apr 23 18:11:11 +0000 2020, -96.731143, 43.541015, @midwestsoccerd1 
_Prettyasskash, Thu Apr 23 18:11:11 +0000 2020, -87.732013, 41.833585, I’m never putting myself in this position again . 
Jake_Nelson10, Thu Apr 23 18:11:11 +0000 2020, -89.464660, 43.536383, @dekker I always have been kind of a Royals supporter- I liked Johnny Damon and Carlos Beltran. But I was absolutel… https://t.co/0fbHeHSj4Z 
_LinaNovella, Thu Apr 23 18:11:11 +0000 2020, -77.014398, 38.898603, 👏🏽👏🏽👏🏽👏🏽 
MrsKCostello, Thu Apr 23 18:11:11 +0000 2020, -75.314690, 40.023888, Anyone else feel like this cutie this morning? 🙋🏻‍♀️ 
BobbyV, Thu Apr 23 18:11:11 +0000 2020, -84.388900, 33.756600, You can’t beat the person that doesn’t give up! ❣️🌊 @VeltreeMusicGrp @ Atlanta, Georgia https://t.co/kFyzO4qi1D 
ronal1791, Thu Apr 23 18:11:11 +0000 2020, -122.935530, 45.530779, Bruhhh!😂😂 
_judeeeith, Thu Apr 23 18:11:11 +0000 2020, -73.860857, 40.944568, I love my beatfriend 
MDefevers, Thu Apr 23 18:11:11 +0000 2020, -84.560904, 39.404061, @Local12 https://t.co/8S7Pp2qpw7 
WishaNigWoodson, Thu Apr 23 18:11:11 +0000 2020, -80.122355, 26.301198, Lil Baby been at necks 
MissErickaJ, Thu Apr 23 18:11:11 +0000 2020, -76.615181, 39.396352, Another day that the Lord has kept, he has kept me from all evil, with my mind stayed on Jesus, another day that the lord has kept me 🙌🏾‼️ 
jhamby, Thu Apr 23 18:11:11 +0000 2020, -118.411907, 34.020789, Yuck. #SurveillanceCapitalism in the workplace. 
PghSportsNow, Thu Apr 23 18:11:11 +0000 2020, -80.277402, 40.607608, For the 3rd time in the last week, @Pitt_FB has offered a freshman. This one goes to a defensive end from Fla.… https://t.co/PsBdZY4hOq 
RajewskiRick, Thu Apr 23 18:11:12 +0000 2020, -87.838923, 41.240974, #Donothingdems 
queennefertitir, Thu Apr 23 18:11:12 +0000 2020, -91.090800, 30.459100, 111 
SonniaTy, Thu Apr 23 18:11:12 +0000 2020, -93.955918, 29.901544, @lexthaboss “ you beat my ass I’ll give you that” man bye lmaooo 
cwmsiv, Thu Apr 23 18:11:12 +0000 2020, -73.948775, 40.655138, TRUE LIFE: I Can’t Stop Reading NFL Draft Content 
Surge_Yo, Thu Apr 23 18:11:12 +0000 2020, -104.922093, 39.713563, Eu sou um homem 
Alex_applejuice, Thu Apr 23 18:11:12 +0000 2020, -111.880874, 33.282450, If you didn’t want her to talk to me, how come she didn’t block my number or blocked me on IG? 🤔🤣🤣🤡 
SaysAsia, Thu Apr 23 18:11:12 +0000 2020, -87.967292, 43.056722, IMAGINATIONNNNN 
ashtagnofilter, Thu Apr 23 18:11:12 +0000 2020, -74.066663, 40.718001, @ecareyo Wow, major congrats to the whole team. Gigi, Shirley, Carey... we couldn’t have done it with out you. Superstars! 
Lexie_Kepple88, Thu Apr 23 18:11:12 +0000 2020, -77.314153, 39.395431, https://t.co/XyNqjJPSTs 
alicea1054, Thu Apr 23 18:11:12 +0000 2020, -81.469684, 28.586642, Never Biden 
StevioTVio, Thu Apr 23 18:11:12 +0000 2020, -117.104989, 32.810012, @justpuffmo @OHIO1981 @mikeinparma @923TheFan @roverdawg So you feel that coaching and awful pass-pro had nothing t… https://t.co/JugirUbD8T 
thicccspice, Thu Apr 23 18:11:13 +0000 2020, -112.124676, 33.552863, @Sqwishyx lol who gets mad at a tweet that has nothing to do with them or anyone they know? 
cherry_baby34, Thu Apr 23 18:11:13 +0000 2020, -97.946811, 38.027718, ｷｬ─(´∩ω∩｀)─♡ 
ShawneesGoodies, Thu Apr 23 18:11:13 +0000 2020, -84.017370, 33.856910, Vegan Red♥️ Velvet cake topped with Cashew cream cheese made from scratch. No soy! 👍🏾No packaged vegan cream cheese… https://t.co/eHHQUq1DPK 
Shackelford1055, Thu Apr 23 18:11:13 +0000 2020, -80.087032, 42.110703, @mattybones8 @alfinthetrees @IngrahamAngle It's an airborne virus 🤦🏻‍♂️ 
ChaltuDaniel, Thu Apr 23 18:11:13 +0000 2020, -73.968542, 40.780709, @PezuCM @UNVEthiopia @PezuCM thank you so much!🙏🏾 
tinamariea32, Thu Apr 23 18:11:13 +0000 2020, -118.369645, 34.087010, Who knew contact paper would make me so happy, but lo n behold... it is the highlight of my morning. 
theogskye, Thu Apr 23 18:11:13 +0000 2020, -97.754724, 30.323346, @haydeanalol whataburger 
Shostitute, Thu Apr 23 18:11:13 +0000 2020, -94.774577, 38.954341, After watching @lildickytweets Ally's Toast episode on Dave, his song Molly hits a lot harder. 
Juice_tresDeuce, Thu Apr 23 18:11:13 +0000 2020, -121.873730, 37.331159, Backkkk to the crib (chris brown voice ) 
TheRealEdub3, Thu Apr 23 18:11:13 +0000 2020, -117.104989, 32.810012, KAWHI’S WAS GAME 7🤷🏾‍♂️😬😬😬 
ModelloSays, Thu Apr 23 18:11:13 +0000 2020, -77.014398, 38.898603, AYOOOO 😭😭 She need to play baseball #Strikeee ⚾️ 
NicoleARizza, Thu Apr 23 18:11:13 +0000 2020, -83.173867, 32.678207, @AthulKAcharya Larry was my bubby. And I never got to say goodbye to him. He was the love of my life. And my baby b… https://t.co/KOlileCu7K 
Jray_Skee, Thu Apr 23 18:11:13 +0000 2020, -111.696468, 40.295113, i really wish i was in L A i E 
michauxgee, Thu Apr 23 18:11:13 +0000 2020, -80.704173, 32.445972, nutritious family meals are a great way to stay connected and healthy #health3113 
esabelleeden, Thu Apr 23 18:11:13 +0000 2020, -80.149173, 26.150368, @torihloreto they must be - out of anything to get riled up over....she chose this! 
RicEllis85, Thu Apr 23 18:11:13 +0000 2020, -96.734900, 33.061243, @Ortiziann First of all how dare you 
gus06paul, Thu Apr 23 18:11:13 +0000 2020, -80.846785, 35.209059, @jacksonhewitt You all made a lot of promises to me to get my business Now that I put all my trust in you You will… https://t.co/bVdVdlWFk5 
_tieraaaaaa, Thu Apr 23 18:11:13 +0000 2020, -90.026039, 29.903835, me at this very moment. 
JorgeLuis860409, Thu Apr 23 18:11:14 +0000 2020, -115.025000, 36.029200, Just posted a photo @ Henderson, Nevada https://t.co/Cx9ZgkQKFw 
IamDeadPixel, Thu Apr 23 18:11:14 +0000 2020, -77.120252, 39.043469, How they gonna already say they will take burrows 1st. Bengals always gotta ruin shit. Just wait a few more hours. Ruin the suspense smh 
GrahamRayn, Thu Apr 23 18:11:14 +0000 2020, -79.861034, 35.170499, @Zoeyy00 
kronah_is_funny, Thu Apr 23 18:11:14 +0000 2020, -98.319925, 38.498196, @VASSY 🐇 
TimothyODonnel2, Thu Apr 23 18:11:14 +0000 2020, -78.871284, 38.438306, I don’t think he read the instructions 
CameronDavis826, Thu Apr 23 18:11:14 +0000 2020, -77.604684, 41.117936, @FirstTake Also, this team has a coach that is an all-time great so if his team starts to go down in the rankings t… https://t.co/hkRba8kTXV 
Brandonismusic, Thu Apr 23 18:11:14 +0000 2020, -118.411907, 34.020789, 11:11 
Chefshad1, Thu Apr 23 18:11:14 +0000 2020, -89.997352, 29.955838, @ogtrenton12 @JJefferson9 Facts!! Brudda be throwing rocket 🚀 launchers 
mrwillw, Thu Apr 23 18:11:14 +0000 2020, -79.272570, 43.629311, @DubsReviews @MK2MILEEND Any idea when Parasite B&amp;W will be available? 
alteredcuber134, Thu Apr 23 18:11:14 +0000 2020, -74.563799, 40.413909, @TheToonGirl YTPs aren't really cringey.Some are cringey, but a lot of really talented people (especially… https://t.co/GL6sObJzzb 
vikingdrewby, Thu Apr 23 18:11:15 +0000 2020, -111.928142, 33.392884, https://t.co/8bD3jV4nqL 
Superrcow, Thu Apr 23 18:11:15 +0000 2020, -79.943838, 39.629314, Rolex nah deh pon uno dutty gyal time? 
ClaireLavigne8, Thu Apr 23 18:11:15 +0000 2020, -71.341059, 46.855857, Les enfants problématiques ou avec des parents épuises: OUVRONS DES CPE ET Le MINISTRE CARMAN pourrait faire leur é… https://t.co/NVlYC5ZjKi 
khalifawiz, Thu Apr 23 18:11:15 +0000 2020, -84.433106, 33.767195, This the dude that is opening Georgia up during a pandemic and was thrown under the bus by trump. Oh ya, he also ri… https://t.co/jDq7DMBdf0 
Delgadoc_9, Thu Apr 23 18:11:15 +0000 2020, -100.293591, 25.641718, @NoPetsNoNames Igual y pueden tener utilidad para saber si ya tuviste la infección y ahora tienes cierta inmunidad 
xoxosydd2, Thu Apr 23 18:11:15 +0000 2020, -76.620482, 39.284713, What is something you always wanted?💕 
DEANintheYAY, Thu Apr 23 18:11:15 +0000 2020, -122.435979, 37.770657, This also double for a great #JazzFestinginPlace setup! @jazzfest @wwoz_neworleans 
ThatsMyQuue, Thu Apr 23 18:11:15 +0000 2020, -115.223125, 36.232915, 11:11 ✨ 
rozgraves, Thu Apr 23 18:11:15 +0000 2020, -79.420865, 38.003376, https://t.co/YlNQc4GpBm 
j0eon, Thu Apr 23 18:11:15 +0000 2020, -73.849441, 40.850347, My building needs #testing ASAP! A lot of ambulance activity @BilldeBlasio @NYGovCuomo #Cuomo scary!!! 😱 🚑💨💨💨💨… https://t.co/GD7uTvAGk0 
LiveFrmCarolina, Thu Apr 23 18:11:15 +0000 2020, -81.194850, 34.109023, Damn. RIP to him. 
ReinventYourDay, Thu Apr 23 18:11:15 +0000 2020, -79.272570, 43.629311, @Leslie_M @CP24 Exactly! Sheridan Nurseries has that option now &amp; I hope more nurseries start that too. 
PVItzel1, Thu Apr 23 18:11:15 +0000 2020, -106.568008, 31.452274, Cuando ves otra ves a @ChumelTorres en tendencias https://t.co/4gBmTK0JmZ 
ralphiecurra, Thu Apr 23 18:11:16 +0000 2020, -83.804475, 27.698682, @Nword38765724 homophobic 😳 
76Weatherman, Thu Apr 23 18:11:16 +0000 2020, -117.397616, 33.935822, @betosmkb @sirfboardt When you realize the gay son could do the same shit https://t.co/dxnjYYkrq0 
giselamke, Thu Apr 23 18:11:16 +0000 2020, -87.967292, 43.056722, Today I supported @FFSpringRolls thanks to @gener8tor! Thankful to work for an amazing company 😊 
juanvelasquezma, Thu Apr 23 18:11:16 +0000 2020, -79.619824, 44.293550, @OPP_CR Totally careless. No excuses for that. 
StickyChin_W1LL, Thu Apr 23 18:11:16 +0000 2020, -75.117998, 40.004866, @Ayee_MacaRena 
midneah, Thu Apr 23 18:11:16 +0000 2020, -122.430277, 48.753353, @thrsday_grl :D 
jaxspies, Thu Apr 23 18:11:16 +0000 2020, -85.645111, 38.124299, @SaraCarterDC Good for them. Glad it’s not us 
GuijarroBrandon, Thu Apr 23 18:11:16 +0000 2020, -100.076888, 31.168893, @GllitterGoddess @ashleymsalinas I PLANNED OUT YOU 2 MATCHING 😤 YOU FUCKING WELCOME 
MikePeavy3, Thu Apr 23 18:11:16 +0000 2020, -87.267546, 30.526742, PASA Marsha McKenzie won our monthly drawing for #8472’s HOMER CREDIT ALL-STARS and is rewarded with HD swag. All a… https://t.co/zZiOesqYIw 
ad0dx, Thu Apr 23 18:11:16 +0000 2020, -104.789327, 38.888519, #AMSAT Thanks Dmitry @N6DNM for the new grid CM88! https://t.co/76xm3eC5g2 
UTEddieBrown, Thu Apr 23 18:11:16 +0000 2020, -117.104989, 32.810012, My favorite Centers who likely won’t be drafted in the first round of today’s #NFLDraft : Lloyd Cushenberry III (LS… https://t.co/VFT6c8dQOy 
iamTomDiamond, Thu Apr 23 18:11:16 +0000 2020, -83.804475, 27.698682, @HitThe_J Lol I know her g she coool ppl went to famu 
awilliam76, Thu Apr 23 18:11:16 +0000 2020, -95.446486, 29.838495, @Alyssa_Milano @senatemajldr @NYGovCuomo 🙌 
_alexismonfra, Thu Apr 23 18:11:16 +0000 2020, -90.751328, 29.626278, @Moooshelly it’s been a minute, but I’m ready🧚🏽 
folkman50, Thu Apr 23 18:11:16 +0000 2020, -71.407605, 43.030235, @OMFonWEEI you guys are nuts. The combine and the nfl draft are the most boring thing to watch. It’s not a sporting event. It sucks. 
amynatalie, Thu Apr 23 18:11:16 +0000 2020, -118.411907, 34.020789, @MegaQuack24 The color of that mask really makes your eyes pop! 😍 
RickyRebelRocks, Thu Apr 23 18:11:16 +0000 2020, -119.306608, 37.269176, Ricky Rebel Fitness - Thursday Pilates Mat ClassTime: Apr 23, 2020 12:00 PM PSTStep 1 Download the zoom appStep… https://t.co/WhRSvU1gDA 
JamesIsaak2, Thu Apr 23 18:11:17 +0000 2020, -88.232444, 42.216222, @PressSec Ask the person hired for her willingness to lie to cover up for the liar in chief? You have no credibility, Ms McEnemy. 
MACCIOLA, Thu Apr 23 18:11:17 +0000 2020, -121.976781, 37.576118, Fresh numbers just in. These numbers are comparing April 1-15 from 2019 compared to April 1-15, 2020. The numbers a… https://t.co/TUJissvbVd 
ArturoG53078582, Thu Apr 23 18:11:17 +0000 2020, -106.026119, 34.166235, Sure!!!Prince Harry 'struggling' in US as 'worried' Meghan 'fears regretting move' https://t.co/wOdXHOK2Lz 
veronica_b77, Thu Apr 23 18:11:17 +0000 2020, -118.411907, 34.020789, When you're supposed to be on the #NKOTBCruise today with all your girlfriends and your favorite boy band, but you'… https://t.co/OrHQzWGDCx 
KarinaMHermans, Thu Apr 23 18:11:17 +0000 2020, -97.079654, 32.931834, @Trendmood @glossier But is it refillable?! 
paigecaldwellll, Thu Apr 23 18:11:17 +0000 2020, -96.439486, 32.737248, @chewningam me too!!! brayden will be so happy to see his ankle every day 🥺😘💖 
lildirtskert, Thu Apr 23 18:11:17 +0000 2020, -98.540651, 29.417501, I definitely feel like me and animal’s have a special connection 
Ohhchaka, Thu Apr 23 18:11:17 +0000 2020, -80.709226, 35.127240, Come on a humour me!!! https://t.co/hTmLSYZTPm 
OsarTheGrouch, Thu Apr 23 18:11:17 +0000 2020, -94.559281, 39.100048, 1:11 
dinahleigh, Thu Apr 23 18:11:17 +0000 2020, -79.420865, 38.003376, @gettv Big fan of Lee MajorsThe Big Valley The Six Million Dollar Man 
RVReiff, Thu Apr 23 18:11:17 +0000 2020, -86.142922, 39.779562, C’mon...I want to go out... maybe not. #COVID19 😳 
clayton_kr, Thu Apr 23 18:11:17 +0000 2020, -117.072318, 33.120359, beleza. vão lá. acreditem. 
Rajonez, Thu Apr 23 18:11:17 +0000 2020, -80.307064, 25.976124, @CNN A house divided...USA strong!🗽🇺🇸😷 
munnymoovez, Thu Apr 23 18:11:17 +0000 2020, -83.173867, 32.678207, let’s CHAT about LS1b requiring a 75 to get a SEM. for a lot of students, especially those still in their first yea… https://t.co/x22Uncv8du 
GTH0MP, Thu Apr 23 18:11:17 +0000 2020, -87.732013, 41.833585, Wow I’m 🥺 
thashark316, Thu Apr 23 18:11:18 +0000 2020, -95.393388, 29.484659, Draymond is correct. But KD ain't doing shit like that. Durant would rather just leave rather than cause an interna… https://t.co/bEopi5FYhk 
JoergWimalasena, Thu Apr 23 18:11:18 +0000 2020, -84.470388, 33.631277, @nellinelke @Dilanee @joandae @bini_adamczak @canoX1925 @dziedzic_l Habe leider keinen Zugang zu meinem Bücherstape… https://t.co/dwY1U73cTE 
wildthoughtsboo, Thu Apr 23 18:11:18 +0000 2020, -95.547269, 30.706088, I was doing good but today has been hard 
Umm__jay, Thu Apr 23 18:11:18 +0000 2020, -87.732013, 41.833585, 💆🏽‍♀️ 
CoachRjayBarsh, Thu Apr 23 18:11:18 +0000 2020, -114.143262, 45.494552, Join me and 30+ incredible entrepreneurs in The Elevation Summit!👇🏾👇🏾👇🏾Free Ticket👇🏾👇🏾👇🏾https://t.co/RBvpwSiuzV.… https://t.co/U0ee4sEItq 
KingTyrell1128, Thu Apr 23 18:11:18 +0000 2020, -77.236969, 38.805115, Get rid of this bitch 
SamuraiiSenPai, Thu Apr 23 18:11:18 +0000 2020, -106.404251, 31.810583, Still fire! 
SteveBreh, Thu Apr 23 18:11:18 +0000 2020, -121.760079, 37.683592, #MAWG 
shake_somethin_, Thu Apr 23 18:11:18 +0000 2020, -91.063766, 31.715612, @rarebreed91_ Yep it’s almost time for me to look at your imaginary gluts 😂 
badgalllvic, Thu Apr 23 18:11:18 +0000 2020, -117.104989, 32.810012, 💗 
VicDFW, Thu Apr 23 18:11:18 +0000 2020, -97.275758, 33.018926, Didn’t realize how much I missed The Loon until I listened to @bdameris’ Mavs title celebration segment on SuperBaD Radio. 
JMGreen04, Thu Apr 23 18:11:18 +0000 2020, -82.330269, 29.673172, My home insurance has jumped from $62/month to $133/month basically because I have a pitbull. That is INSANE to me 
_soriajon, Thu Apr 23 18:11:18 +0000 2020, -117.166816, 33.138742, @AKIRAMX_ @TeamLeiser Nolita 🥺 
victorygrower, Thu Apr 23 18:11:18 +0000 2020, -119.228992, 34.289689, Listening to a great presentation about #extension #podcasts by @PhoebeG_Orchard @MillironLuke of @ucanr. They host… https://t.co/MwOuWSbg0y 
tmj_gta_constru, Thu Apr 23 18:11:18 +0000 2020, -79.687666, 43.467517, This job is now open at PNR RailWorks in #Oakville, ON. Follow us and turn on mobile alerts to hear about jobs like… https://t.co/g1E9nsNarO 
ChrisSmithPFN, Thu Apr 23 18:11:18 +0000 2020, -72.801980, 41.537233, They picked the worst possible day #NFLDraft 
tmj_KS_LABOR, Thu Apr 23 18:11:18 +0000 2020, -95.616366, 37.037301, Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like "Flour Mil… https://t.co/o97VPzIpJO 
guard_uno, Thu Apr 23 18:11:18 +0000 2020, -114.017707, 35.223753, Interesting 🤔https://t.co/fTJRizGRG2 
ABSOTHEGREAT, Thu Apr 23 18:11:18 +0000 2020, -73.948775, 40.655138, This shit wack. Fred was my age. 
tmj_MIU_secure, Thu Apr 23 18:11:18 +0000 2020, -83.291047, 42.638922, Don't be shy. Score a job like "Security Officer - Automotive Phone Interviews" at Allied Universal by asking for r… https://t.co/jNPbyGow6e 
mcrltr, Thu Apr 23 18:11:18 +0000 2020, -114.969531, 36.072226, Just because we shelter-at-home, that doesn't mean we can't have a fancy little brunch-at-home! 🥐🧀☕..#croissant… https://t.co/1hfyJ8OHpi 
NorthCountyKing, Thu Apr 23 18:11:18 +0000 2020, -90.251155, 38.760042, My dick is bigger than a Air freshener Can. #Blessed 
bholden86, Thu Apr 23 18:11:18 +0000 2020, -85.111109, 35.132880, Would the same results be true with someone else’s shoe? Why or why not? #trinitylearns 
TaraA_79, Thu Apr 23 18:11:19 +0000 2020, -72.144282, 41.362914, My brain. My brain. My braiiiiinnnnn. This week needs to end. 
sesquiotic, Thu Apr 23 18:11:19 +0000 2020, -79.272570, 43.629311, The Nylons. I’m OK with that. 
Raeonaa, Thu Apr 23 18:11:19 +0000 2020, -84.433106, 33.767195, whoever made this is a simp 
tmatty17, Thu Apr 23 18:11:19 +0000 2020, -111.737566, 33.405755, @Seankel90150462 @Pharmdca Lol you tell us now. 
MalyndaAC, Thu Apr 23 18:11:19 +0000 2020, -106.417430, 31.793368, @ewarren I’m so sorry. He sounded like a great guy and I’m sure that he will be missed by many. Rest I’m Peace, sir. 
empowergracewi, Thu Apr 23 18:11:19 +0000 2020, -87.876758, 42.533542, @SpeakerVos @senatemajldr @GOP #GOPCorruptionOverCountry #GOPGenocide #TrumpLiesPeopleDie #GOPOwnsEveryDeath… https://t.co/zzM7bIyAvL 
AliciaNaspretto, Thu Apr 23 18:11:19 +0000 2020, -98.349785, 40.931083, @VegetableGirl65 What a cutie 🥰🥰🥰 
illMakeYou_LOL_, Thu Apr 23 18:11:19 +0000 2020, -84.557899, 42.712049, @JonCarson85 Me too. They don’t believe me when I say I’m not the issue. 
HahnvilleHigh, Thu Apr 23 18:11:19 +0000 2020, -91.401008, 30.937336, HHS Senior Recognition! #WeAreHahnville #EveryStudentEveryMoment #FutureReady https://t.co/4tYfwtTLtY 
GumDropJesus, Thu Apr 23 18:11:19 +0000 2020, -82.985772, 39.994684, @accio_yoojung @Freekermi @val_clover Dead parents and demon inside of his book. Also, becoming the wizard hokage, I mean king 
kohala_t, Thu Apr 23 18:11:19 +0000 2020, -81.972705, 28.049601, @beee_x13 I love you so fucking much B thank you 🥰🥰 I am indeed drinking claws and will enjoy the outside once I’m… https://t.co/W27yNbYIkv 
Wes52284108, Thu Apr 23 18:11:19 +0000 2020, -120.957123, 37.591091, @mayoroflasvegas you proved to be a danger to the city of Las Vegas and any visitors to your town. I can see you in… https://t.co/wezrPGivsP 
sistah_nancy, Thu Apr 23 18:11:19 +0000 2020, -118.411907, 34.020789, @sadcommie I can provide for him everything my parents couldnt.  And not worry about that toxic masculinity and tox… https://t.co/F0kWEoKIuJ 
tmj_SFO_socsci, Thu Apr 23 18:11:19 +0000 2020, -122.325525, 37.562992, See our latest #SanMateo, CA job and click to apply: Activity Aide - https://t.co/YiXqlbO9br #SocialSciences 
pringle_darrell, Thu Apr 23 18:11:19 +0000 2020, -81.207664, 35.649534, @LawrenceBJones3 @steven_m_scott It's BS. I own 2 small businesses &amp; 1 will be closed Friday &amp; I work a full-time j… https://t.co/Ig3Kx7G3CN 
davidjonesjr19, Thu Apr 23 18:11:19 +0000 2020, -80.177668, 25.905606, Whoever leaked the Last Dance Episodes ily,, bout to watch it all today 🥳🥳 https://t.co/TWUddYpQuL 
OliverGiesser, Thu Apr 23 18:11:19 +0000 2020, -82.535300, 27.337300, 💥JUST LISTED💥What an amazing opportunity to build your dream home in a highly desired location, where many homes w… https://t.co/6xRDCZ9Bvj 
Forevea_Alicia, Thu Apr 23 18:11:19 +0000 2020, -89.922029, 35.133521, So since everyone has been sent home we have to have a team meeting every week 😑 
_octarinedream, Thu Apr 23 18:11:19 +0000 2020, -97.754724, 30.323346, @mrpapaeric Unbelievable. 
EWornum88, Thu Apr 23 18:11:19 +0000 2020, -71.088712, 42.313670, RIP Fred The Godson 
ashlandt, Thu Apr 23 18:11:19 +0000 2020, -87.628361, 41.879257, #theberghoff #berghoff #berghoffrestaurant #chicago #chitown #chigram #chicagogram #igerschicago #ig_chicago… https://t.co/SVH5EBRZxI 
haylolz, Thu Apr 23 18:11:20 +0000 2020, -79.272570, 43.629311, @Dimukon taken** lol 🤦🏻‍♀️ 
Yes_ImBowlegged, Thu Apr 23 18:11:20 +0000 2020, -87.967292, 43.056722, This shit sooo funny 
STLMelB, Thu Apr 23 18:11:20 +0000 2020, -90.247824, 38.653771, Hello #stl media, come run with Chris! Good news in #stl with a cause! @stlpublicradio @stlbizkukuljan @radioaltman… https://t.co/il91yPVlnc 
Mansnotmen, Thu Apr 23 18:11:20 +0000 2020, -71.683502, 42.036939, So pissed I actually have to memorize what the “Enlightenment” assholes did 
realkcmac, Thu Apr 23 18:11:20 +0000 2020, -98.319925, 38.498196, @SoCal_Chemistry @AuthorUnsigned @sbrachlin @MCWilli72987383 @AnneMacReynold @RideoutWrite @KindCompass… https://t.co/YJ0PY6r086 
odettewarder, Thu Apr 23 18:11:20 +0000 2020, -73.968542, 40.780709, @soberslim524 Congratulations on 700 days of sobriety and recovery 🥳 Proud of you! 
tajw__, Thu Apr 23 18:11:20 +0000 2020, -75.117998, 40.004866, The last Dave episode was goooood, like all of them lol @lildickytweets 
e_m_d22, Thu Apr 23 18:11:20 +0000 2020, -121.873730, 37.331159, Is it that good? I might start this weekend 
siushi, Thu Apr 23 18:11:20 +0000 2020, -118.114971, 34.121286, if i don’t remember, then it didn’t happen 
EZGLive, Thu Apr 23 18:11:20 +0000 2020, -86.153143, 41.674542, Back at it streaming #VALORANT https://t.co/Lk4hmhLC1Y 
BbwEntertainmt, Thu Apr 23 18:11:20 +0000 2020, -83.099288, 42.352787, I wanna get rubbed on but corona is real 
bobcoxict, Thu Apr 23 18:11:20 +0000 2020, -97.135638, 32.701850, @HeathMayo Let supply, demand and the market rule. End tax writeoffs/subsidies. Repeat, let the market rule. 
TRAPTOFFICIAL, Thu Apr 23 18:11:20 +0000 2020, -84.439293, 39.402311, @Acesandy1 @crestfallentcap My company runs the affairs of the band 
vator32nh, Thu Apr 23 18:11:20 +0000 2020, -117.022695, 38.502147, @JessMagdefrau I loved that show. 
htpaint, Thu Apr 23 18:11:20 +0000 2020, -85.305880, 38.033900, If you’re looking for a beautiful deep navy blue, check out our gorgeous color called POLO🇺🇸🇺🇸🇺🇸❤️❤️❤️ Nancy Halve… https://t.co/7VtU2lm84e 
